,date,tweet,company
12,2020-09-25,"  Lawyers for Kyle Rittenhouse, the 17-year-old charged with killing two protesters with an AR-15-style rifle last month in Kenosha, Wis., said in a hearing Friday they plan to fight his extradition from Illinois, where he turned himself in on.wsj.com/368OOuQ
",WSJ
13,2020-09-24,"  As a jailed New York City nurse awaits her murder trial, advocates say the bail system has ignored years of physical abuse by her husband on.wsj.com/302e1TG
",WSJ
14,2020-09-25,"  Ruth Bader Ginsburg will become the first woman and the first Jewish person to lie in state at the U.S. Capitol. Watch live video. on.wsj.com/367M54w
",WSJ
15,2020-09-25,"  Social Security has become a flashpoint in the presidential campaign in recent weeks, with both candidates accusing the other of undermining the program, and each insisting he won’t cut benefits. on.wsj.com/3kKDMjm
",WSJ
16,2020-09-25,"  Two-thirds of mosques in China’s Xinjiang region have been destroyed or damaged as authorities try to re-engineer the identities of Muslim minorities, a new report shows  on.wsj.com/3cDBKyM
",WSJ
17,2020-09-24,"  Palantir Technologies is expected to be valued at nearly $22 billion in its trading debut, a sign of investors’ voracious appetite for new shares on.wsj.com/3mT0mIe
",WSJ
18,2020-09-25,"  President Trump said the Medicare beneficiaries will soon receive a card in the mail that can be used to help pay for up to $200 in prescription drug costs on.wsj.com/2FZ5eLw
",WSJ
19,2020-09-25,"  FBI agent on Mueller probe says prosecutors rather than investigators drove decisions, according to an interview the Justice Department filed in its effort to dismiss the case against Michael Flynn on.wsj.com/3mSRfHS
",WSJ
20,2020-09-24,"  If you aren’t already on Signal, the encrypted messaging app, you might be wondering: Should I be? @nicnguyen has the pros and cons. #WSJWhatsNow on.wsj.com/3cowLBQ pic.twitter.com/LHQTvW6H5c
",WSJ
21,2020-09-24,"  Facebook will train and require employees to moderate internal discussion groups devoted to politics, social causes and other topics unrelated to company business as part of its effort to curb internal debate around divisive issues on.wsj.com/360YJCx
",WSJ
22,2020-09-24,"  Some companies might encourage employees to reply to work messages with GIFs or emoji. For others, the culture may be to actively discourage such responses. on.wsj.com/32ZKegv
",WSJ
23,2020-09-24,"  Pundits are warning that election night may turn into election week or even election month, but “in all likelihood, we will have a good idea on election night, or within a few days after” who won, write election experts @persily and @cstewartiii on.wsj.com/32ZUYLO
",WSJ
24,2020-09-24,"  Some House Democrats are considering signing a discharge petition backed by Republicans if no agreement is made on further coronavirus relief. With enough signatures, the petition would force leadership to bring a PPP bill to the floor for a vote. on.wsj.com/304XCOm
",WSJ
25,2020-09-24,"  A U.S. judge paved the way for a weekend hearing on whether to halt an imminent ban on downloading TikTok—unless the Trump administration blinks on.wsj.com/3kLIcq9
",WSJ
26,2020-09-24," #WSJWhatsNow: U.S. stocks are up as technology stocks recover some of their recent losses pic.twitter.com/ZenYfmVXg4
",WSJ
27,2020-09-24,"  After learning how to build motels for other people, Charles Drury created his own lodging chain on.wsj.com/3j2XSVI
",WSJ
28,2020-09-24,"  Amazon rolled out a new lineup of Echo smart speakers that will include a new skill by Alexa to clarify questions customers ask, which the company said over time will enable Alexa to provide sharper answers on.wsj.com/3crtKAA
",WSJ
29,2020-09-24,"  From @WSJopinion: Democrats have made the courts a parallel legislature. A Judge Amy Coney Barrett or Barbara Lagoa nomination would force Biden to defend that idea, writes @danhenninger. on.wsj.com/2FZFe2q
",WSJ
30,2020-09-24,"  The Blue Cross Blue Shield insurance group reached a tentative deal to settle an antitrust suit for around $2.7 billion, people familiar with the matter said on.wsj.com/2G43aS3
",WSJ
31,2020-09-24,"  President Trump's niece sued him, his sister and their brother Robert's estate, claiming Donald Trump and others swindled her out of a multimillion-dollar inheritance on.wsj.com/32ZIvYw
",WSJ
32,2020-09-24,"  A mix of traditional, hybrid and remote learning is taking place in K-12 classrooms across the United States. Join us for a conversation on how to best work with teachers, prepare children for tests, and keep safe from Covid-19. twitter.com/i/broadcasts/1…
",WSJ
33,2020-09-24,"  Israel ordered all nonessential businesses and synagogues to close starting Friday, tightening restrictions a week after imposing a second nationwide lockdown as the government struggles to contain a resurgent coronavirus outbreak on.wsj.com/304FK6k
",WSJ
34,2020-09-24,"  Several congressional Republicans said they were committed to a peaceful election process and transfer of power if Democrats win the White House, one day after President Trump declined to do so on.wsj.com/363VDOf
",WSJ
35,2020-09-24,"  Joe Biden’s party has grown more liberal, including on abortion. That puts him in a delicate balancing act as he seeks to become America’s second Catholic president. on.wsj.com/32Z2cj1 pic.twitter.com/SoN8jKYmUH
",WSJ
36,2020-09-24,"  Particles sent into the air by wildfires, like those on the West Coast, can have negative effects on a person’s health, and could even exacerbate Covid-19 symptoms #WSJWhatsNow pic.twitter.com/V8HmHLIhOI
",WSJ
37,2020-09-24,"  “I’m getting my work done, and so are my colleagues.” CEOs have seen enough to judge whether remote work is working. The verdict depends on whom you ask. on.wsj.com/360kkuG
",WSJ
38,2020-09-24,"  Among 2020’s many oddities, add this paradox: The stock market is crushing the banks, even as the banks are crushing it in the market. on.wsj.com/3iZQz0S
",WSJ
39,2020-09-24,"  Policing, crime and racial injustice have become major themes in the presidential election, fueled in part by a series of killings and shootings of Black people in police custody. President Trump and Joe Biden have offered different responses. on.wsj.com/3kNdoFk
",WSJ
40,2020-09-24,"  If you aren’t already on Signal, the encrypted messaging app, you might be wondering: Should I be? @nicnguyen has the pros and cons. #WSJWhatsNow on.wsj.com/3cowLBQ pic.twitter.com/LHQTvW6H5c
",WSJ
41,2020-09-24,"  Facebook will train and require employees to moderate internal discussion groups devoted to politics, social causes and other topics unrelated to company business as part of its effort to curb internal debate around divisive issues on.wsj.com/360YJCx
",WSJ
42,2020-09-24,"  Some companies might encourage employees to reply to work messages with GIFs or emoji. For others, the culture may be to actively discourage such responses. on.wsj.com/32ZKegv
",WSJ
43,2020-09-24,"  Pundits are warning that election night may turn into election week or even election month, but “in all likelihood, we will have a good idea on election night, or within a few days after” who won, write election experts @persily and @cstewartiii on.wsj.com/32ZUYLO
",WSJ
44,2020-09-24,"  Some House Democrats are considering signing a discharge petition backed by Republicans if no agreement is made on further coronavirus relief. With enough signatures, the petition would force leadership to bring a PPP bill to the floor for a vote. on.wsj.com/304XCOm
",WSJ
45,2020-09-24,"  A U.S. judge paved the way for a weekend hearing on whether to halt an imminent ban on downloading TikTok—unless the Trump administration blinks on.wsj.com/3kLIcq9
",WSJ
46,2020-09-24," #WSJWhatsNow: U.S. stocks are up as technology stocks recover some of their recent losses pic.twitter.com/ZenYfmVXg4
",WSJ
47,2020-09-24,"  After learning how to build motels for other people, Charles Drury created his own lodging chain on.wsj.com/3j2XSVI
",WSJ
48,2020-09-24,"  Amazon rolled out a new lineup of Echo smart speakers that will include a new skill by Alexa to clarify questions customers ask, which the company said over time will enable Alexa to provide sharper answers on.wsj.com/3crtKAA
",WSJ
49,2020-09-24,"  From @WSJopinion: Democrats have made the courts a parallel legislature. A Judge Amy Coney Barrett or Barbara Lagoa nomination would force Biden to defend that idea, writes @danhenninger. on.wsj.com/2FZFe2q
",WSJ
50,2020-09-24,"  The Blue Cross Blue Shield insurance group reached a tentative deal to settle an antitrust suit for around $2.7 billion, people familiar with the matter said on.wsj.com/2G43aS3
",WSJ
51,2020-09-24,"  President Trump's niece sued him, his sister and their brother Robert's estate, claiming Donald Trump and others swindled her out of a multimillion-dollar inheritance on.wsj.com/32ZIvYw
",WSJ
52,2020-09-24,"  A mix of traditional, hybrid and remote learning is taking place in K-12 classrooms across the United States. Join us for a conversation on how to best work with teachers, prepare children for tests, and keep safe from Covid-19. twitter.com/i/broadcasts/1…
",WSJ
53,2020-09-24,"  Israel ordered all nonessential businesses and synagogues to close starting Friday, tightening restrictions a week after imposing a second nationwide lockdown as the government struggles to contain a resurgent coronavirus outbreak on.wsj.com/304FK6k
",WSJ
54,2020-09-24,"  Several congressional Republicans said they were committed to a peaceful election process and transfer of power if Democrats win the White House, one day after President Trump declined to do so on.wsj.com/363VDOf
",WSJ
55,2020-09-24,"  Joe Biden’s party has grown more liberal, including on abortion. That puts him in a delicate balancing act as he seeks to become America’s second Catholic president. on.wsj.com/32Z2cj1 pic.twitter.com/SoN8jKYmUH
",WSJ
56,2020-09-24,"  Particles sent into the air by wildfires, like those on the West Coast, can have negative effects on a person’s health, and could even exacerbate Covid-19 symptoms #WSJWhatsNow pic.twitter.com/V8HmHLIhOI
",WSJ
57,2020-09-24,"  “I’m getting my work done, and so are my colleagues.” CEOs have seen enough to judge whether remote work is working. The verdict depends on whom you ask. on.wsj.com/360kkuG
",WSJ
58,2020-09-24,"  Among 2020’s many oddities, add this paradox: The stock market is crushing the banks, even as the banks are crushing it in the market. on.wsj.com/3iZQz0S
",WSJ
59,2020-09-24,"  Policing, crime and racial injustice have become major themes in the presidential election, fueled in part by a series of killings and shootings of Black people in police custody. President Trump and Joe Biden have offered different responses. on.wsj.com/3kNdoFk
",WSJ
60,2020-09-24,"  If you aren’t already on Signal, the encrypted messaging app, you might be wondering: Should I be? @nicnguyen has the pros and cons. #WSJWhatsNow on.wsj.com/3cowLBQ pic.twitter.com/LHQTvW6H5c
",WSJ
61,2020-09-24,"  Facebook will train and require employees to moderate internal discussion groups devoted to politics, social causes and other topics unrelated to company business as part of its effort to curb internal debate around divisive issues on.wsj.com/360YJCx
",WSJ
62,2020-09-24,"  Some companies might encourage employees to reply to work messages with GIFs or emoji. For others, the culture may be to actively discourage such responses. on.wsj.com/32ZKegv
",WSJ
63,2020-09-24,"  Pundits are warning that election night may turn into election week or even election month, but “in all likelihood, we will have a good idea on election night, or within a few days after” who won, write election experts @persily and @cstewartiii on.wsj.com/32ZUYLO
",WSJ
64,2020-09-24,"  Some House Democrats are considering signing a discharge petition backed by Republicans if no agreement is made on further coronavirus relief. With enough signatures, the petition would force leadership to bring a PPP bill to the floor for a vote. on.wsj.com/304XCOm
",WSJ
65,2020-09-24,"  A U.S. judge paved the way for a weekend hearing on whether to halt an imminent ban on downloading TikTok—unless the Trump administration blinks on.wsj.com/3kLIcq9
",WSJ
66,2020-09-24," #WSJWhatsNow: U.S. stocks are up as technology stocks recover some of their recent losses pic.twitter.com/ZenYfmVXg4
",WSJ
67,2020-09-24,"  After learning how to build motels for other people, Charles Drury created his own lodging chain on.wsj.com/3j2XSVI
",WSJ
68,2020-09-24,"  Amazon rolled out a new lineup of Echo smart speakers that will include a new skill by Alexa to clarify questions customers ask, which the company said over time will enable Alexa to provide sharper answers on.wsj.com/3crtKAA
",WSJ
69,2020-09-24,"  From @WSJopinion: Democrats have made the courts a parallel legislature. A Judge Amy Coney Barrett or Barbara Lagoa nomination would force Biden to defend that idea, writes @danhenninger. on.wsj.com/2FZFe2q
",WSJ
70,2020-09-24,"  The Blue Cross Blue Shield insurance group reached a tentative deal to settle an antitrust suit for around $2.7 billion, people familiar with the matter said on.wsj.com/2G43aS3
",WSJ
71,2020-09-24,"  President Trump's niece sued him, his sister and their brother Robert's estate, claiming Donald Trump and others swindled her out of a multimillion-dollar inheritance on.wsj.com/32ZIvYw
",WSJ
72,2020-09-24,"  A mix of traditional, hybrid and remote learning is taking place in K-12 classrooms across the United States. Join us for a conversation on how to best work with teachers, prepare children for tests, and keep safe from Covid-19. twitter.com/i/broadcasts/1…
",WSJ
73,2020-09-24,"  Israel ordered all nonessential businesses and synagogues to close starting Friday, tightening restrictions a week after imposing a second nationwide lockdown as the government struggles to contain a resurgent coronavirus outbreak on.wsj.com/304FK6k
",WSJ
74,2020-09-24,"  Several congressional Republicans said they were committed to a peaceful election process and transfer of power if Democrats win the White House, one day after President Trump declined to do so on.wsj.com/363VDOf
",WSJ
75,2020-09-24,"  Joe Biden’s party has grown more liberal, including on abortion. That puts him in a delicate balancing act as he seeks to become America’s second Catholic president. on.wsj.com/32Z2cj1 pic.twitter.com/SoN8jKYmUH
",WSJ
76,2020-09-24,"  Particles sent into the air by wildfires, like those on the West Coast, can have negative effects on a person’s health, and could even exacerbate Covid-19 symptoms #WSJWhatsNow pic.twitter.com/V8HmHLIhOI
",WSJ
77,2020-09-24,"  “I’m getting my work done, and so are my colleagues.” CEOs have seen enough to judge whether remote work is working. The verdict depends on whom you ask. on.wsj.com/360kkuG
",WSJ
78,2020-09-24,"  Among 2020’s many oddities, add this paradox: The stock market is crushing the banks, even as the banks are crushing it in the market. on.wsj.com/3iZQz0S
",WSJ
79,2020-09-24,"  Policing, crime and racial injustice have become major themes in the presidential election, fueled in part by a series of killings and shootings of Black people in police custody. President Trump and Joe Biden have offered different responses. on.wsj.com/3kNdoFk
",WSJ
80,2020-09-24,"  If you aren’t already on Signal, the encrypted messaging app, you might be wondering: Should I be? @nicnguyen has the pros and cons. #WSJWhatsNow on.wsj.com/3cowLBQ pic.twitter.com/LHQTvW6H5c
",WSJ
81,2020-09-24,"  Facebook will train and require employees to moderate internal discussion groups devoted to politics, social causes and other topics unrelated to company business as part of its effort to curb internal debate around divisive issues on.wsj.com/360YJCx
",WSJ
82,2020-09-24,"  Some companies might encourage employees to reply to work messages with GIFs or emoji. For others, the culture may be to actively discourage such responses. on.wsj.com/32ZKegv
",WSJ
83,2020-09-24,"  Pundits are warning that election night may turn into election week or even election month, but “in all likelihood, we will have a good idea on election night, or within a few days after” who won, write election experts @persily and @cstewartiii on.wsj.com/32ZUYLO
",WSJ
84,2020-09-24,"  Some House Democrats are considering signing a discharge petition backed by Republicans if no agreement is made on further coronavirus relief. With enough signatures, the petition would force leadership to bring a PPP bill to the floor for a vote. on.wsj.com/304XCOm
",WSJ
85,2020-09-24,"  A U.S. judge paved the way for a weekend hearing on whether to halt an imminent ban on downloading TikTok—unless the Trump administration blinks on.wsj.com/3kLIcq9
",WSJ
86,2020-09-24," #WSJWhatsNow: U.S. stocks are up as technology stocks recover some of their recent losses pic.twitter.com/ZenYfmVXg4
",WSJ
87,2020-09-24,"  After learning how to build motels for other people, Charles Drury created his own lodging chain on.wsj.com/3j2XSVI
",WSJ
88,2020-09-24,"  Amazon rolled out a new lineup of Echo smart speakers that will include a new skill by Alexa to clarify questions customers ask, which the company said over time will enable Alexa to provide sharper answers on.wsj.com/3crtKAA
",WSJ
89,2020-09-24,"  From @WSJopinion: Democrats have made the courts a parallel legislature. A Judge Amy Coney Barrett or Barbara Lagoa nomination would force Biden to defend that idea, writes @danhenninger. on.wsj.com/2FZFe2q
",WSJ
90,2020-09-24,"  The Blue Cross Blue Shield insurance group reached a tentative deal to settle an antitrust suit for around $2.7 billion, people familiar with the matter said on.wsj.com/2G43aS3
",WSJ
91,2020-09-24,"  President Trump's niece sued him, his sister and their brother Robert's estate, claiming Donald Trump and others swindled her out of a multimillion-dollar inheritance on.wsj.com/32ZIvYw
",WSJ
92,2020-09-24,"  A mix of traditional, hybrid and remote learning is taking place in K-12 classrooms across the United States. Join us for a conversation on how to best work with teachers, prepare children for tests, and keep safe from Covid-19. twitter.com/i/broadcasts/1…
",WSJ
93,2020-09-24,"  Israel ordered all nonessential businesses and synagogues to close starting Friday, tightening restrictions a week after imposing a second nationwide lockdown as the government struggles to contain a resurgent coronavirus outbreak on.wsj.com/304FK6k
",WSJ
94,2020-09-24,"  Several congressional Republicans said they were committed to a peaceful election process and transfer of power if Democrats win the White House, one day after President Trump declined to do so on.wsj.com/363VDOf
",WSJ
95,2020-09-24,"  Joe Biden’s party has grown more liberal, including on abortion. That puts him in a delicate balancing act as he seeks to become America’s second Catholic president. on.wsj.com/32Z2cj1 pic.twitter.com/SoN8jKYmUH
",WSJ
96,2020-09-24,"  Particles sent into the air by wildfires, like those on the West Coast, can have negative effects on a person’s health, and could even exacerbate Covid-19 symptoms #WSJWhatsNow pic.twitter.com/V8HmHLIhOI
",WSJ
97,2020-09-24,"  “I’m getting my work done, and so are my colleagues.” CEOs have seen enough to judge whether remote work is working. The verdict depends on whom you ask. on.wsj.com/360kkuG
",WSJ
98,2020-09-24,"  Among 2020’s many oddities, add this paradox: The stock market is crushing the banks, even as the banks are crushing it in the market. on.wsj.com/3iZQz0S
",WSJ
99,2020-09-24,"  Policing, crime and racial injustice have become major themes in the presidential election, fueled in part by a series of killings and shootings of Black people in police custody. President Trump and Joe Biden have offered different responses. on.wsj.com/3kNdoFk
",WSJ
100,2020-09-24,"  If you aren’t already on Signal, the encrypted messaging app, you might be wondering: Should I be? @nicnguyen has the pros and cons. #WSJWhatsNow on.wsj.com/3cowLBQ pic.twitter.com/LHQTvW6H5c
",WSJ
101,2020-09-24,"  Facebook will train and require employees to moderate internal discussion groups devoted to politics, social causes and other topics unrelated to company business as part of its effort to curb internal debate around divisive issues on.wsj.com/360YJCx
",WSJ
102,2020-09-24,"  Some companies might encourage employees to reply to work messages with GIFs or emoji. For others, the culture may be to actively discourage such responses. on.wsj.com/32ZKegv
",WSJ
103,2020-09-24,"  Pundits are warning that election night may turn into election week or even election month, but “in all likelihood, we will have a good idea on election night, or within a few days after” who won, write election experts @persily and @cstewartiii on.wsj.com/32ZUYLO
",WSJ
104,2020-09-24,"  Some House Democrats are considering signing a discharge petition backed by Republicans if no agreement is made on further coronavirus relief. With enough signatures, the petition would force leadership to bring a PPP bill to the floor for a vote. on.wsj.com/304XCOm
",WSJ
105,2020-09-24,"  A U.S. judge paved the way for a weekend hearing on whether to halt an imminent ban on downloading TikTok—unless the Trump administration blinks on.wsj.com/3kLIcq9
",WSJ
106,2020-09-24," #WSJWhatsNow: U.S. stocks are up as technology stocks recover some of their recent losses pic.twitter.com/ZenYfmVXg4
",WSJ
107,2020-09-24,"  After learning how to build motels for other people, Charles Drury created his own lodging chain on.wsj.com/3j2XSVI
",WSJ
108,2020-09-24,"  Amazon rolled out a new lineup of Echo smart speakers that will include a new skill by Alexa to clarify questions customers ask, which the company said over time will enable Alexa to provide sharper answers on.wsj.com/3crtKAA
",WSJ
109,2020-09-24,"  From @WSJopinion: Democrats have made the courts a parallel legislature. A Judge Amy Coney Barrett or Barbara Lagoa nomination would force Biden to defend that idea, writes @danhenninger. on.wsj.com/2FZFe2q
",WSJ
110,2020-09-24,"  The Blue Cross Blue Shield insurance group reached a tentative deal to settle an antitrust suit for around $2.7 billion, people familiar with the matter said on.wsj.com/2G43aS3
",WSJ
111,2020-09-24,"  President Trump's niece sued him, his sister and their brother Robert's estate, claiming Donald Trump and others swindled her out of a multimillion-dollar inheritance on.wsj.com/32ZIvYw
",WSJ
112,2020-09-24,"  A mix of traditional, hybrid and remote learning is taking place in K-12 classrooms across the United States. Join us for a conversation on how to best work with teachers, prepare children for tests, and keep safe from Covid-19. twitter.com/i/broadcasts/1…
",WSJ
113,2020-09-24,"  Israel ordered all nonessential businesses and synagogues to close starting Friday, tightening restrictions a week after imposing a second nationwide lockdown as the government struggles to contain a resurgent coronavirus outbreak on.wsj.com/304FK6k
",WSJ
114,2020-09-24,"  Several congressional Republicans said they were committed to a peaceful election process and transfer of power if Democrats win the White House, one day after President Trump declined to do so on.wsj.com/363VDOf
",WSJ
115,2020-09-24,"  Joe Biden’s party has grown more liberal, including on abortion. That puts him in a delicate balancing act as he seeks to become America’s second Catholic president. on.wsj.com/32Z2cj1 pic.twitter.com/SoN8jKYmUH
",WSJ
116,2020-09-24,"  Particles sent into the air by wildfires, like those on the West Coast, can have negative effects on a person’s health, and could even exacerbate Covid-19 symptoms #WSJWhatsNow pic.twitter.com/V8HmHLIhOI
",WSJ
117,2020-09-24,"  “I’m getting my work done, and so are my colleagues.” CEOs have seen enough to judge whether remote work is working. The verdict depends on whom you ask. on.wsj.com/360kkuG
",WSJ
118,2020-09-24,"  Among 2020’s many oddities, add this paradox: The stock market is crushing the banks, even as the banks are crushing it in the market. on.wsj.com/3iZQz0S
",WSJ
119,2020-09-24,"  Policing, crime and racial injustice have become major themes in the presidential election, fueled in part by a series of killings and shootings of Black people in police custody. President Trump and Joe Biden have offered different responses. on.wsj.com/3kNdoFk
",WSJ
120,2020-09-25,"  Basketball has always rewarded the players who are the biggest and can jump the highest. But there is only so much vertical room for them to navigate. Never has the NBA been so horizontal. on.wsj.com/2FQRR00
",WSJ
121,2020-09-26,"  If everyone in California drives an electric vehicle, will there be enough juice? on.wsj.com/2S7b2EZ
",WSJ
122,2020-09-25,"  From @WSJopinion: President Trump’s election remarks feed the left’s fantasy of a post-election coup, writes The Editorial Board on.wsj.com/363nONf
",WSJ
123,2020-09-24,"  Mary L. Trump, the president’s niece, claims in a lawsuit that he and others swindled her out of a multimillion-dollar inheritance by engaging in a decadeslong fraud that also harmed New York City taxpayers on.wsj.com/301TTB6
",WSJ
124,2020-09-26,"  “I apologize for making an insensitive comment reflecting my own unconscious bias,” Wells Fargo CEO Charlie Scharf said, referencing a June memo in which he said there was “a very limited pool of Black talent” for the bank to recruit from on.wsj.com/366qLfU
",WSJ
125,2020-09-24,"  Sen. Dianne Feinstein’s husband, a regent at the University of California, likely helped an unqualified student gain admission to UC Berkeley, the state auditor said on.wsj.com/332MQKx
",WSJ
126,2020-09-26,"  New York state reported more than 1,000 new coronavirus cases in a single day for the first time since early June, part of a nationwide uptick on.wsj.com/369U0hV
",WSJ
127,2020-09-26,"  Among those who made the cut were an applicant who babysat for the colleague of the former admissions director and another whose family promised a large donation, an audit found on.wsj.com/3077DdV
",WSJ
128,2020-09-26,"  Croatia was a rare European country to bring daily new Covid-19 cases to zero back in May. Now it has become an example of how summer tourism triggered a second wave of infections sweeping much of the continent. on.wsj.com/3hYVSfF
",WSJ
129,2020-09-25,"  Lawyers for Kyle Rittenhouse, the 17-year-old charged with killing two protesters with an AR-15-style rifle last month in Kenosha, Wis., said in a hearing Friday they plan to fight his extradition from Illinois, where he turned himself in on.wsj.com/368OOuQ
",WSJ
130,2020-09-24,"  As a jailed New York City nurse awaits her murder trial, advocates say the bail system has ignored years of physical abuse by her husband on.wsj.com/302e1TG
",WSJ
131,2020-09-25,"  Ruth Bader Ginsburg will become the first woman and the first Jewish person to lie in state at the U.S. Capitol. Watch live video. on.wsj.com/367M54w
",WSJ
132,2020-09-25,"  South Korea appears to have cracked the code for managing Covid-19. Its solution is straightforward, flexible and relatively easy to replicate. on.wsj.com/2G9FuvL
",WSJ
133,2020-09-25,"  Social Security has become a flashpoint in the presidential campaign in recent weeks, with both candidates accusing the other of undermining the program, and each insisting he won’t cut benefits. on.wsj.com/3kKDMjm
",WSJ
134,2020-09-25,"  Two-thirds of mosques in China’s Xinjiang region have been destroyed or damaged as authorities try to re-engineer the identities of Muslim minorities, a new report shows  on.wsj.com/3cDBKyM
",WSJ
135,2020-09-24,"  Palantir Technologies is expected to be valued at nearly $22 billion in its trading debut, a sign of investors’ voracious appetite for new shares on.wsj.com/3mT0mIe
",WSJ
136,2020-09-26,"  Devon Energy and WPX Energy are in talks to combine, people familiar with the matter said, a move that could help them weather an industry slump on.wsj.com/3kQvp5J
",WSJ
137,2020-09-25,"  President Trump said the Medicare beneficiaries will soon receive a card in the mail that can be used to help pay for up to $200 in prescription drug costs on.wsj.com/2FZ5eLw
",WSJ
138,2020-09-25,"  FBI agent on Mueller probe says prosecutors rather than investigators drove decisions, according to an interview the Justice Department filed in its effort to dismiss the case against Michael Flynn on.wsj.com/3mSRfHS
",WSJ
139,2020-09-26,"  Not featured on Amazon: ads for some of its biggest device competitors on.wsj.com/3hUTIxI
",WSJ
140,2020-09-26,"  If confirmed to the Supreme Court, Amy Coney Barrett could culminate a decadeslong quest to ensure a conservative imprint on American law on.wsj.com/3jcYjwM
",WSJ
141,2020-09-26,"  “Where I come from we weren’t tricked into believing we had rights.” Trevor Noah isn’t kidding around about police aggression. The South African comedian says recent events have exposed the social pact between white and Black America as counterfeit. on.wsj.com/304G5Gb
",WSJ
142,2020-09-26,"  From @WSJopinion: Covid cases spike on college campuses but with very few hospitalizations, writes The Editorial Board on.wsj.com/305aTq8
",WSJ
143,2020-09-26,"  Devon Energy and WPX Energy are in talks to combine, people familiar with the matter said, a move that could help them weather an industry slump on.wsj.com/3kQvp5J
",WSJ
144,2020-09-26,"  The government reviewer who examined Bolton's book for classified information described unprecedented White House intervention in the process on.wsj.com/3kLdZr9
",WSJ
145,2020-09-26,"  Amy Coney Barrett has been a federal appeals-court judge, taught at Notre Dame Law School and once clerked for Justice Scalia. Take a closer look at Trump’s nominee for the Supreme Court. on.wsj.com/2EBZbvN
",WSJ
146,2020-09-26,"  President Trump nominated Amy Coney Barrett for the Supreme Court. Here's what her confirmation would mean for the future of American law. on.wsj.com/2S1vEP9
",WSJ
147,2020-09-26,"  Amazon rolled out an array of devices, including a security drone with a camera that only turns on when it’s flying around the house on.wsj.com/330JEz6 pic.twitter.com/sgE3BvZL4s
",WSJ
148,2020-09-26,"  From @WSJbooks: In the fourth novel set in the world of ""Gilead,"" Marilynne Robinson tells a love story with echoes of Adam and Eve after the Fall on.wsj.com/333wYYc
",WSJ
149,2020-09-26,"  In the middle of a pandemic, more young people want to become doctors. The rise in applications to U.S. medical schools shows an interest not seen in more than a decade. on.wsj.com/3cvlwrv
",WSJ
150,2020-09-26,"  Covid-19 can leave some people with signs of heart inflammation and injury months after getting sick, even in relatively mild cases on.wsj.com/3kJiT8b
",WSJ
151,2020-09-26,"  “I apologize for making an insensitive comment reflecting my own unconscious bias,” Wells Fargo CEO Charlie Scharf said, referencing a June memo in which he said there was “a very limited pool of Black talent” for the bank to recruit from on.wsj.com/366qLfU
",WSJ
152,2020-09-26,"  The president is expected to unveil his pick to replace the late U.S. Supreme Court Justice Ruth Bader Ginsburg Saturday, starting what will likely be a rapid confirmation process on.wsj.com/369oFMj
",WSJ
153,2020-09-26,"  The pandemic is wreaking havoc on white-collar workers who are deep in debt. “There’s a professional workforce that’s getting slammed.” on.wsj.com/3mQqp2Y
",WSJ
