yahoo_url_daily,cnn_url_daily,foxnews_url_daily
https://web.archive.org/web/20180123071705/https://www.yahoo.com/,https://web.archive.org/web/20180123140599/https://www.cnn.com,https://web.archive.org/web/20180123110521/https://www.foxnews.com
https://web.archive.org/web/20180124094413/https://www.yahoo.com/,https://web.archive.org/web/20180124100327/https://www.cnn.com,https://web.archive.org/web/20180124145911/https://www.foxnews.com
https://web.archive.org/web/20180125104743/https://www.yahoo.com/,https://web.archive.org/web/20180125054845/https://www.cnn.com,https://web.archive.org/web/20180125045452/https://www.foxnews.com
https://web.archive.org/web/20180126100947/https://www.yahoo.com/,https://web.archive.org/web/20180126096742/https://www.cnn.com,https://web.archive.org/web/20180126160636/https://www.foxnews.com
https://web.archive.org/web/20180127112355/https://www.yahoo.com/,https://web.archive.org/web/20180127123319/https://www.cnn.com,https://web.archive.org/web/20180127101139/https://www.foxnews.com
https://web.archive.org/web/20180128080758/https://www.yahoo.com/,https://web.archive.org/web/20180128108131/https://www.cnn.com,https://web.archive.org/web/20180128086178/https://www.foxnews.com
https://web.archive.org/web/20180129074982/https://www.yahoo.com/,https://web.archive.org/web/20180129123111/https://www.cnn.com,https://web.archive.org/web/20180129066053/https://www.foxnews.com
https://web.archive.org/web/20180130085828/https://www.yahoo.com/,https://web.archive.org/web/20180130095503/https://www.cnn.com,https://web.archive.org/web/20180130079181/https://www.foxnews.com
https://web.archive.org/web/20180131110655/https://www.yahoo.com/,https://web.archive.org/web/20180131172314/https://www.cnn.com,https://web.archive.org/web/20180131172626/https://www.foxnews.com
https://web.archive.org/web/20180201063554/https://www.yahoo.com/,https://web.archive.org/web/20180201100185/https://www.cnn.com,https://web.archive.org/web/20180201084659/https://www.foxnews.com
https://web.archive.org/web/20180202184412/https://www.yahoo.com/,https://web.archive.org/web/20180202134720/https://www.cnn.com,https://web.archive.org/web/20180202106582/https://www.foxnews.com
https://web.archive.org/web/20180203122726/https://www.yahoo.com/,https://web.archive.org/web/20180203120500/https://www.cnn.com,https://web.archive.org/web/20180203101900/https://www.foxnews.com
https://web.archive.org/web/20180204101116/https://www.yahoo.com/,https://web.archive.org/web/20180204104215/https://www.cnn.com,https://web.archive.org/web/20180204111509/https://www.foxnews.com
https://web.archive.org/web/20180205110104/https://www.yahoo.com/,https://web.archive.org/web/20180205140125/https://www.cnn.com,https://web.archive.org/web/20180205113984/https://www.foxnews.com
https://web.archive.org/web/20180206121617/https://www.yahoo.com/,https://web.archive.org/web/20180206120335/https://www.cnn.com,https://web.archive.org/web/20180206124206/https://www.foxnews.com
https://web.archive.org/web/20180207123819/https://www.yahoo.com/,https://web.archive.org/web/20180207150440/https://www.cnn.com,https://web.archive.org/web/20180207130033/https://www.foxnews.com
https://web.archive.org/web/20180208122226/https://www.yahoo.com/,https://web.archive.org/web/20180208117325/https://www.cnn.com,https://web.archive.org/web/20180208097703/https://www.foxnews.com
https://web.archive.org/web/20180209191058/https://www.yahoo.com/,https://web.archive.org/web/20180209150803/https://www.cnn.com,https://web.archive.org/web/20180209163410/https://www.foxnews.com
https://web.archive.org/web/20180210144303/https://www.yahoo.com/,https://web.archive.org/web/20180210153719/https://www.cnn.com,https://web.archive.org/web/20180210144848/https://www.foxnews.com
https://web.archive.org/web/20180211150895/https://www.yahoo.com/,https://web.archive.org/web/20180211122352/https://www.cnn.com,https://web.archive.org/web/20180211160521/https://www.foxnews.com
https://web.archive.org/web/20180212151046/https://www.yahoo.com/,https://web.archive.org/web/20180212180625/https://www.cnn.com,https://web.archive.org/web/20180212162495/https://www.foxnews.com
https://web.archive.org/web/20180213133625/https://www.yahoo.com/,https://web.archive.org/web/20180213134226/https://www.cnn.com,https://web.archive.org/web/20180213162921/https://www.foxnews.com
https://web.archive.org/web/20180214135644/https://www.yahoo.com/,https://web.archive.org/web/20180214147914/https://www.cnn.com,https://web.archive.org/web/20180214143942/https://www.foxnews.com
https://web.archive.org/web/20180215175227/https://www.yahoo.com/,https://web.archive.org/web/20180215080431/https://www.cnn.com,https://web.archive.org/web/20180215080854/https://www.foxnews.com
https://web.archive.org/web/20180216055533/https://www.yahoo.com/,https://web.archive.org/web/20180216093945/https://www.cnn.com,https://web.archive.org/web/20180216068388/https://www.foxnews.com
https://web.archive.org/web/20180217104241/https://www.yahoo.com/,https://web.archive.org/web/20180217090540/https://www.cnn.com,https://web.archive.org/web/20180217084741/https://www.foxnews.com
https://web.archive.org/web/20180218114531/https://www.yahoo.com/,https://web.archive.org/web/20180218085332/https://www.cnn.com,https://web.archive.org/web/20180218073655/https://www.foxnews.com
https://web.archive.org/web/20180219151850/https://www.yahoo.com/,https://web.archive.org/web/20180219120749/https://www.cnn.com,https://web.archive.org/web/20180219068078/https://www.foxnews.com
https://web.archive.org/web/20180220122415/https://www.yahoo.com/,https://web.archive.org/web/20180220111100/https://www.cnn.com,https://web.archive.org/web/20180220163488/https://www.foxnews.com
https://web.archive.org/web/20180221125904/https://www.yahoo.com/,https://web.archive.org/web/20180221111147/https://www.cnn.com,https://web.archive.org/web/20180221163424/https://www.foxnews.com
https://web.archive.org/web/20180222105553/https://www.yahoo.com/,https://web.archive.org/web/20180222124349/https://www.cnn.com,https://web.archive.org/web/20180222144714/https://www.foxnews.com
https://web.archive.org/web/20180223144423/https://www.yahoo.com/,https://web.archive.org/web/20180223122642/https://www.cnn.com,https://web.archive.org/web/20180223162435/https://www.foxnews.com
https://web.archive.org/web/20180224093149/https://www.yahoo.com/,https://web.archive.org/web/20180224101927/https://www.cnn.com,https://web.archive.org/web/20180224073509/https://www.foxnews.com
https://web.archive.org/web/20180225113525/https://www.yahoo.com/,https://web.archive.org/web/20180225131006/https://www.cnn.com,https://web.archive.org/web/20180225128900/https://www.foxnews.com
https://web.archive.org/web/20180226122159/https://www.yahoo.com/,https://web.archive.org/web/20180226120754/https://www.cnn.com,https://web.archive.org/web/20180226102434/https://www.foxnews.com
https://web.archive.org/web/20180227143743/https://www.yahoo.com/,https://web.archive.org/web/20180227142832/https://www.cnn.com,https://web.archive.org/web/20180227165108/https://www.foxnews.com
https://web.archive.org/web/20180228140845/https://www.yahoo.com/,https://web.archive.org/web/20180228133829/https://www.cnn.com,https://web.archive.org/web/20180228120826/https://www.foxnews.com
https://web.archive.org/web/20180301104056/https://www.yahoo.com/,https://web.archive.org/web/20180301141004/https://www.cnn.com,https://web.archive.org/web/20180301125251/https://www.foxnews.com
https://web.archive.org/web/20180302160102/https://www.yahoo.com/,https://web.archive.org/web/20180302133989/https://www.cnn.com,https://web.archive.org/web/20180302163534/https://www.foxnews.com
https://web.archive.org/web/20180303130309/https://www.yahoo.com/,https://web.archive.org/web/20180303110144/https://www.cnn.com,https://web.archive.org/web/20180303136769/https://www.foxnews.com
https://web.archive.org/web/20180304142721/https://www.yahoo.com/,https://web.archive.org/web/20180304082741/https://www.cnn.com,https://web.archive.org/web/20180304072061/https://www.foxnews.com
https://web.archive.org/web/20180305121238/https://www.yahoo.com/,https://web.archive.org/web/20180305120493/https://www.cnn.com,https://web.archive.org/web/20180305123915/https://www.foxnews.com
https://web.archive.org/web/20180306191149/https://www.yahoo.com/,https://web.archive.org/web/20180306135923/https://www.cnn.com,https://web.archive.org/web/20180306120631/https://www.foxnews.com
https://web.archive.org/web/20180307044006/https://www.yahoo.com/,https://web.archive.org/web/20180307153669/https://www.cnn.com,https://web.archive.org/web/20180307142945/https://www.foxnews.com
https://web.archive.org/web/20180308081536/https://www.yahoo.com/,https://web.archive.org/web/20180308098221/https://www.cnn.com,https://web.archive.org/web/20180308083212/https://www.foxnews.com
https://web.archive.org/web/20180309125258/https://www.yahoo.com/,https://web.archive.org/web/20180309102857/https://www.cnn.com,https://web.archive.org/web/20180309102724/https://www.foxnews.com
https://web.archive.org/web/20180310114201/https://www.yahoo.com/,https://web.archive.org/web/20180310101208/https://www.cnn.com,https://web.archive.org/web/20180310113530/https://www.foxnews.com
https://web.archive.org/web/20180311173526/https://www.yahoo.com/,https://web.archive.org/web/20180311131340/https://www.cnn.com,https://web.archive.org/web/20180311150319/https://www.foxnews.com
https://web.archive.org/web/20180312132713/https://www.yahoo.com/,https://web.archive.org/web/20180312122983/https://www.cnn.com,https://web.archive.org/web/20180312124431/https://www.foxnews.com
https://web.archive.org/web/20180313160523/https://www.yahoo.com/,https://web.archive.org/web/20180313130414/https://www.cnn.com,https://web.archive.org/web/20180313134003/https://www.foxnews.com
https://web.archive.org/web/20180314170909/https://www.yahoo.com/,https://web.archive.org/web/20180314133004/https://www.cnn.com,https://web.archive.org/web/20180314137037/https://www.foxnews.com
https://web.archive.org/web/20180315151136/https://www.yahoo.com/,https://web.archive.org/web/20180315130228/https://www.cnn.com,https://web.archive.org/web/20180315140509/https://www.foxnews.com
https://web.archive.org/web/20180316020845/https://www.yahoo.com/,https://web.archive.org/web/20180316162627/https://www.cnn.com,https://web.archive.org/web/20180316145414/https://www.foxnews.com
https://web.archive.org/web/20180317132658/https://www.yahoo.com/,https://web.archive.org/web/20180317154033/https://www.cnn.com,https://web.archive.org/web/20180317131940/https://www.foxnews.com
https://web.archive.org/web/20180318152831/https://www.yahoo.com/,https://web.archive.org/web/20180318155407/https://www.cnn.com,https://web.archive.org/web/20180318148938/https://www.foxnews.com
https://web.archive.org/web/20180319131541/https://www.yahoo.com/,https://web.archive.org/web/20180319161839/https://www.cnn.com,https://web.archive.org/web/20180319166737/https://www.foxnews.com
https://web.archive.org/web/20180320152266/https://www.yahoo.com/,https://web.archive.org/web/20180320174647/https://www.cnn.com,https://web.archive.org/web/20180320158622/https://www.foxnews.com
https://web.archive.org/web/20180321130424/https://www.yahoo.com/,https://web.archive.org/web/20180321153329/https://www.cnn.com,https://web.archive.org/web/20180321172358/https://www.foxnews.com
https://web.archive.org/web/20180322061647/https://www.yahoo.com/,https://web.archive.org/web/20180322098536/https://www.cnn.com,https://web.archive.org/web/20180322167963/https://www.foxnews.com
https://web.archive.org/web/20180323133982/https://www.yahoo.com/,https://web.archive.org/web/20180323150823/https://www.cnn.com,https://web.archive.org/web/20180323140712/https://www.foxnews.com
https://web.archive.org/web/20180324144643/https://www.yahoo.com/,https://web.archive.org/web/20180324111704/https://www.cnn.com,https://web.archive.org/web/20180324065645/https://www.foxnews.com
https://web.archive.org/web/20180325090113/https://www.yahoo.com/,https://web.archive.org/web/20180325095701/https://www.cnn.com,https://web.archive.org/web/20180325124033/https://www.foxnews.com
https://web.archive.org/web/20180326144923/https://www.yahoo.com/,https://web.archive.org/web/20180326137183/https://www.cnn.com,https://web.archive.org/web/20180326144656/https://www.foxnews.com
https://web.archive.org/web/20180327123702/https://www.yahoo.com/,https://web.archive.org/web/20180327129957/https://www.cnn.com,https://web.archive.org/web/20180327116654/https://www.foxnews.com
https://web.archive.org/web/20180328135132/https://www.yahoo.com/,https://web.archive.org/web/20180328144071/https://www.cnn.com,https://web.archive.org/web/20180328097184/https://www.foxnews.com
https://web.archive.org/web/20180329124188/https://www.yahoo.com/,https://web.archive.org/web/20180329081639/https://www.cnn.com,https://web.archive.org/web/20180329114412/https://www.foxnews.com
https://web.archive.org/web/20180330123011/https://www.yahoo.com/,https://web.archive.org/web/20180330115680/https://www.cnn.com,https://web.archive.org/web/20180330059737/https://www.foxnews.com
https://web.archive.org/web/20180331103045/https://www.yahoo.com/,https://web.archive.org/web/20180331124104/https://www.cnn.com,https://web.archive.org/web/20180331183626/https://www.foxnews.com
https://web.archive.org/web/20180401102938/https://www.yahoo.com/,https://web.archive.org/web/20180401091747/https://www.cnn.com,https://web.archive.org/web/20180401071837/https://www.foxnews.com
https://web.archive.org/web/20180402124242/https://www.yahoo.com/,https://web.archive.org/web/20180402094632/https://www.cnn.com,https://web.archive.org/web/20180402122829/https://www.foxnews.com
https://web.archive.org/web/20180403103237/https://www.yahoo.com/,https://web.archive.org/web/20180403140526/https://www.cnn.com,https://web.archive.org/web/20180403104309/https://www.foxnews.com
https://web.archive.org/web/20180404121500/https://www.yahoo.com/,https://web.archive.org/web/20180404113918/https://www.cnn.com,https://web.archive.org/web/20180404064208/https://www.foxnews.com
https://web.archive.org/web/20180405102622/https://www.yahoo.com/,https://web.archive.org/web/20180405094408/https://www.cnn.com,https://web.archive.org/web/20180405063940/https://www.foxnews.com
https://web.archive.org/web/20180406114956/https://www.yahoo.com/,https://web.archive.org/web/20180406108659/https://www.cnn.com,https://web.archive.org/web/20180406114257/https://www.foxnews.com
https://web.archive.org/web/20180407115015/https://www.yahoo.com/,https://web.archive.org/web/20180407080444/https://www.cnn.com,https://web.archive.org/web/20180407034357/https://www.foxnews.com
https://web.archive.org/web/20180408122708/https://www.yahoo.com/,https://web.archive.org/web/20180408068610/https://www.cnn.com,https://web.archive.org/web/20180408081208/https://www.foxnews.com
https://web.archive.org/web/20180409121958/https://www.yahoo.com/,https://web.archive.org/web/20180409115919/https://www.cnn.com,https://web.archive.org/web/20180409088159/https://www.foxnews.com
https://web.archive.org/web/20180410131635/https://www.yahoo.com/,https://web.archive.org/web/20180410121255/https://www.cnn.com,https://web.archive.org/web/20180410093912/https://www.foxnews.com
https://web.archive.org/web/20180411126977/https://www.yahoo.com/,https://web.archive.org/web/20180411095058/https://www.cnn.com,https://web.archive.org/web/20180411035020/https://www.foxnews.com
https://web.archive.org/web/20180412152100/https://www.yahoo.com/,https://web.archive.org/web/20180412084709/https://www.cnn.com,https://web.archive.org/web/20180412100209/https://www.foxnews.com
https://web.archive.org/web/20180413123230/https://www.yahoo.com/,https://web.archive.org/web/20180413124661/https://www.cnn.com,https://web.archive.org/web/20180413121728/https://www.foxnews.com
https://web.archive.org/web/20180414122102/https://www.yahoo.com/,https://web.archive.org/web/20180414082542/https://www.cnn.com,https://web.archive.org/web/20180414101253/https://www.foxnews.com
https://web.archive.org/web/20180415123021/https://www.yahoo.com/,https://web.archive.org/web/20180415132245/https://www.cnn.com,https://web.archive.org/web/20180415104029/https://www.foxnews.com
https://web.archive.org/web/20180416130510/https://www.yahoo.com/,https://web.archive.org/web/20180416125641/https://www.cnn.com,https://web.archive.org/web/20180416119075/https://www.foxnews.com
https://web.archive.org/web/20180417092240/https://www.yahoo.com/,https://web.archive.org/web/20180417112623/https://www.cnn.com,https://web.archive.org/web/20180417107377/https://www.foxnews.com
https://web.archive.org/web/20180418085805/https://www.yahoo.com/,https://web.archive.org/web/20180418118406/https://www.cnn.com,https://web.archive.org/web/20180418110116/https://www.foxnews.com
https://web.archive.org/web/20180419123029/https://www.yahoo.com/,https://web.archive.org/web/20180419104035/https://www.cnn.com,https://web.archive.org/web/20180419103617/https://www.foxnews.com
https://web.archive.org/web/20180420122024/https://www.yahoo.com/,https://web.archive.org/web/20180420136228/https://www.cnn.com,https://web.archive.org/web/20180420083038/https://www.foxnews.com
https://web.archive.org/web/20180421124256/https://www.yahoo.com/,https://web.archive.org/web/20180421112684/https://www.cnn.com,https://web.archive.org/web/20180421084157/https://www.foxnews.com
https://web.archive.org/web/20180422122547/https://www.yahoo.com/,https://web.archive.org/web/20180422126417/https://www.cnn.com,https://web.archive.org/web/20180422162739/https://www.foxnews.com
https://web.archive.org/web/20180423111723/https://www.yahoo.com/,https://web.archive.org/web/20180423161113/https://www.cnn.com,https://web.archive.org/web/20180423121548/https://www.foxnews.com
https://web.archive.org/web/20180424122193/https://www.yahoo.com/,https://web.archive.org/web/20180424123432/https://www.cnn.com,https://web.archive.org/web/20180424121114/https://www.foxnews.com
https://web.archive.org/web/20180425125334/https://www.yahoo.com/,https://web.archive.org/web/20180425140225/https://www.cnn.com,https://web.archive.org/web/20180425142040/https://www.foxnews.com
https://web.archive.org/web/20180426103436/https://www.yahoo.com/,https://web.archive.org/web/20180426104142/https://www.cnn.com,https://web.archive.org/web/20180426105431/https://www.foxnews.com
https://web.archive.org/web/20180427123031/https://www.yahoo.com/,https://web.archive.org/web/20180427101732/https://www.cnn.com,https://web.archive.org/web/20180427140704/https://www.foxnews.com
https://web.archive.org/web/20180428101154/https://www.yahoo.com/,https://web.archive.org/web/20180428162064/https://www.cnn.com,https://web.archive.org/web/20180428127032/https://www.foxnews.com
https://web.archive.org/web/20180429212737/https://www.yahoo.com/,https://web.archive.org/web/20180429094753/https://www.cnn.com,https://web.archive.org/web/20180429153179/https://www.foxnews.com
https://web.archive.org/web/20180430073912/https://www.yahoo.com/,https://web.archive.org/web/20180430152608/https://www.cnn.com,https://web.archive.org/web/20180430155721/https://www.foxnews.com
https://web.archive.org/web/20180501145721/https://www.yahoo.com/,https://web.archive.org/web/20180501084555/https://www.cnn.com,https://web.archive.org/web/20180501162845/https://www.foxnews.com
https://web.archive.org/web/20180502141917/https://www.yahoo.com/,https://web.archive.org/web/20180502145722/https://www.cnn.com,https://web.archive.org/web/20180502162902/https://www.foxnews.com
https://web.archive.org/web/20180503133259/https://www.yahoo.com/,https://web.archive.org/web/20180503101149/https://www.cnn.com,https://web.archive.org/web/20180503147713/https://www.foxnews.com
https://web.archive.org/web/20180504134432/https://www.yahoo.com/,https://web.archive.org/web/20180504100335/https://www.cnn.com,https://web.archive.org/web/20180504153536/https://www.foxnews.com
https://web.archive.org/web/20180505103487/https://www.yahoo.com/,https://web.archive.org/web/20180505105643/https://www.cnn.com,https://web.archive.org/web/20180505161346/https://www.foxnews.com
https://web.archive.org/web/20180506130338/https://www.yahoo.com/,https://web.archive.org/web/20180506130315/https://www.cnn.com,https://web.archive.org/web/20180506171941/https://www.foxnews.com
https://web.archive.org/web/20180507131048/https://www.yahoo.com/,https://web.archive.org/web/20180507175542/https://www.cnn.com,https://web.archive.org/web/20180507178247/https://www.foxnews.com
https://web.archive.org/web/20180508133238/https://www.yahoo.com/,https://web.archive.org/web/20180508163081/https://www.cnn.com,https://web.archive.org/web/20180508178991/https://www.foxnews.com
https://web.archive.org/web/20180509150254/https://www.yahoo.com/,https://web.archive.org/web/20180509154713/https://www.cnn.com,https://web.archive.org/web/20180509173958/https://www.foxnews.com
https://web.archive.org/web/20180510113918/https://www.yahoo.com/,https://web.archive.org/web/20180510121821/https://www.cnn.com,https://web.archive.org/web/20180510141900/https://www.foxnews.com
https://web.archive.org/web/20180511115456/https://www.yahoo.com/,https://web.archive.org/web/20180511090022/https://www.cnn.com,https://web.archive.org/web/20180511151717/https://www.foxnews.com
https://web.archive.org/web/20180512091334/https://www.yahoo.com/,https://web.archive.org/web/20180512072538/https://www.cnn.com,https://web.archive.org/web/20180512134256/https://www.foxnews.com
https://web.archive.org/web/20180513110830/https://www.yahoo.com/,https://web.archive.org/web/20180513091629/https://www.cnn.com,https://web.archive.org/web/20180513171959/https://www.foxnews.com
https://web.archive.org/web/20180514121250/https://www.yahoo.com/,https://web.archive.org/web/20180514135036/https://www.cnn.com,https://web.archive.org/web/20180514145320/https://www.foxnews.com
https://web.archive.org/web/20180515124650/https://www.yahoo.com/,https://web.archive.org/web/20180515103228/https://www.cnn.com,https://web.archive.org/web/20180515142627/https://www.foxnews.com
https://web.archive.org/web/20180516113029/https://www.yahoo.com/,https://web.archive.org/web/20180516080423/https://www.cnn.com,https://web.archive.org/web/20180516141070/https://www.foxnews.com
https://web.archive.org/web/20180517113102/https://www.yahoo.com/,https://web.archive.org/web/20180517080301/https://www.cnn.com,https://web.archive.org/web/20180517121305/https://www.foxnews.com
https://web.archive.org/web/20180518122514/https://www.yahoo.com/,https://web.archive.org/web/20180518124134/https://www.cnn.com,https://web.archive.org/web/20180518035039/https://www.foxnews.com
https://web.archive.org/web/20180519104313/https://www.yahoo.com/,https://web.archive.org/web/20180519075908/https://www.cnn.com,https://web.archive.org/web/20180519047976/https://www.foxnews.com
https://web.archive.org/web/20180520110685/https://www.yahoo.com/,https://web.archive.org/web/20180520104105/https://www.cnn.com,https://web.archive.org/web/20180520056672/https://www.foxnews.com
https://web.archive.org/web/20180521121510/https://www.yahoo.com/,https://web.archive.org/web/20180521103413/https://www.cnn.com,https://web.archive.org/web/20180521090848/https://www.foxnews.com
https://web.archive.org/web/20180522113793/https://www.yahoo.com/,https://web.archive.org/web/20180522101848/https://www.cnn.com,https://web.archive.org/web/20180522112172/https://www.foxnews.com
https://web.archive.org/web/20180523123443/https://www.yahoo.com/,https://web.archive.org/web/20180523104913/https://www.cnn.com,https://web.archive.org/web/20180523103762/https://www.foxnews.com
https://web.archive.org/web/20180524113901/https://www.yahoo.com/,https://web.archive.org/web/20180524113988/https://www.cnn.com,https://web.archive.org/web/20180524061906/https://www.foxnews.com
https://web.archive.org/web/20180525124225/https://www.yahoo.com/,https://web.archive.org/web/20180525125637/https://www.cnn.com,https://web.archive.org/web/20180525056978/https://www.foxnews.com
https://web.archive.org/web/20180526110538/https://www.yahoo.com/,https://web.archive.org/web/20180526084677/https://www.cnn.com,https://web.archive.org/web/20180526062772/https://www.foxnews.com
https://web.archive.org/web/20180527111704/https://www.yahoo.com/,https://web.archive.org/web/20180527101101/https://www.cnn.com,https://web.archive.org/web/20180527143936/https://www.foxnews.com
https://web.archive.org/web/20180528125934/https://www.yahoo.com/,https://web.archive.org/web/20180528102127/https://www.cnn.com,https://web.archive.org/web/20180528140158/https://www.foxnews.com
https://web.archive.org/web/20180529130152/https://www.yahoo.com/,https://web.archive.org/web/20180529144421/https://www.cnn.com,https://web.archive.org/web/20180529142148/https://www.foxnews.com
https://web.archive.org/web/20180530111225/https://www.yahoo.com/,https://web.archive.org/web/20180530090157/https://www.cnn.com,https://web.archive.org/web/20180530103903/https://www.foxnews.com
https://web.archive.org/web/20180531125013/https://www.yahoo.com/,https://web.archive.org/web/20180531120546/https://www.cnn.com,https://web.archive.org/web/20180531110021/https://www.foxnews.com
https://web.archive.org/web/20180601137859/https://www.yahoo.com/,https://web.archive.org/web/20180601140784/https://www.cnn.com,https://web.archive.org/web/20180601081109/https://www.foxnews.com
https://web.archive.org/web/20180602155420/https://www.yahoo.com/,https://web.archive.org/web/20180602131945/https://www.cnn.com,https://web.archive.org/web/20180602077777/https://www.foxnews.com
https://web.archive.org/web/20180603143973/https://www.yahoo.com/,https://web.archive.org/web/20180603131927/https://www.cnn.com,https://web.archive.org/web/20180603131949/https://www.foxnews.com
https://web.archive.org/web/20180604174349/https://www.yahoo.com/,https://web.archive.org/web/20180604135751/https://www.cnn.com,https://web.archive.org/web/20180604111734/https://www.foxnews.com
https://web.archive.org/web/20180605130334/https://www.yahoo.com/,https://web.archive.org/web/20180605142672/https://www.cnn.com,https://web.archive.org/web/20180605142536/https://www.foxnews.com
https://web.archive.org/web/20180606165047/https://www.yahoo.com/,https://web.archive.org/web/20180606132452/https://www.cnn.com,https://web.archive.org/web/20180606072926/https://www.foxnews.com
https://web.archive.org/web/20180607133967/https://www.yahoo.com/,https://web.archive.org/web/20180607157627/https://www.cnn.com,https://web.archive.org/web/20180607103845/https://www.foxnews.com
https://web.archive.org/web/20180608150708/https://www.yahoo.com/,https://web.archive.org/web/20180608143450/https://www.cnn.com,https://web.archive.org/web/20180608072544/https://www.foxnews.com
https://web.archive.org/web/20180609114125/https://www.yahoo.com/,https://web.archive.org/web/20180609121584/https://www.cnn.com,https://web.archive.org/web/20180609081672/https://www.foxnews.com
https://web.archive.org/web/20180610163835/https://www.yahoo.com/,https://web.archive.org/web/20180610073350/https://www.cnn.com,https://web.archive.org/web/20180610084225/https://www.foxnews.com
https://web.archive.org/web/20180611082223/https://www.yahoo.com/,https://web.archive.org/web/20180611155221/https://www.cnn.com,https://web.archive.org/web/20180611080931/https://www.foxnews.com
https://web.archive.org/web/20180612135880/https://www.yahoo.com/,https://web.archive.org/web/20180612133751/https://www.cnn.com,https://web.archive.org/web/20180612105154/https://www.foxnews.com
https://web.archive.org/web/20180613105750/https://www.yahoo.com/,https://web.archive.org/web/20180613140548/https://www.cnn.com,https://web.archive.org/web/20180613141424/https://www.foxnews.com
https://web.archive.org/web/20180614084708/https://www.yahoo.com/,https://web.archive.org/web/20180614134552/https://www.cnn.com,https://web.archive.org/web/20180614108203/https://www.foxnews.com
