,date,tweet,company
25,2020-09-24,"  Highlight: Rising COVID-19 cases in some states “almost certainly is driven more by our behaviors,” Emergency Med. Physician @MDaware says. “There’s the fatigue, there’s people spending more time inside because of the weather, ... [and] schools are opening up.” Full interview: pic.twitter.com/2ePu629OlA
",YahooFinance
26,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
27,2020-09-24,"  Coronavirus stimulus: Pelosi and Mnuchin agree to restart relief negotiations bit.ly/33PFjxy by @denitsa_tsekova pic.twitter.com/nHUlp3M91g
",YahooFinance
28,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
29,2020-09-24,"  Fed's Bullard: Not reasonable to make second virus wave a baseline outlook for U.S. economy yhoo.it/3kJDgSx pic.twitter.com/bQVwjAlWhn
",YahooFinance
30,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
31,2020-09-24,"  Amazon launches Luna cloud gaming service competing with Microsoft and Google yhoo.it/2EyCQza by @DanielHowley pic.twitter.com/Co4zRlLxLg
",YahooFinance
32,2020-09-24,"  Homebuilders are holding back sales amid historic demand yhoo.it/3hU1lEA by @sarahapaynter pic.twitter.com/hPfdELCodE
",YahooFinance
33,2020-09-24,"  Judge says U.S. must defend or delay TikTok app store ban by Friday yhoo.it/3ctZAgn pic.twitter.com/XndHggKE0M
",YahooFinance
34,2020-09-24,"  Nearly 2 out of 3 Americans are more concerned about access to health care since the start of coronavirus: poll yhoo.it/32XkG3u by @adrianambells pic.twitter.com/7c9JaYF7JX
",YahooFinance
35,2020-09-24,"  Actress and entrepreneur @JessicaAlba discusses how her day-to-day has been affected during COVID-19 while running the @Honest Company.  Watch Jessica Alba’s #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/Br0UrZGhuh
",YahooFinance
36,2020-09-24,"  Highlight: “Historically, cannabis has been viewed as a largely liberal issue,” @NewFrontierData Chief Knowledge Officer John Kagia says. “We’re continuing to see this momentum building within traditionally, historically conservative states” for cannabis legalization. pic.twitter.com/lkDK8HKBn3
",YahooFinance
37,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
38,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
39,2020-09-24,"  Coronavirus stimulus: A new deal remains uncertain as extra unemployment benefits run out bit.ly/2Hn0JdW by @denitsa_tsekova pic.twitter.com/BJYG7fTy37
",YahooFinance
40,2020-09-24,"  Google, Facebook CEOs face possible subpoena from Senate panel yhoo.it/3cqI6Bs via @business pic.twitter.com/NDfFle8RB7
",YahooFinance
41,2020-09-24,"  Actress @JessicaAlba says The @Honest Company is driven by “Real World Challenges” while keeping ethics In mind. Watch Jessica Alba’s full #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/C4E0wcoJD3
",YahooFinance
42,2020-09-24,"  Square is positioned to be a winner by helping small businesses digitize post-pandemic: Oppenheimer yhoo.it/36bU7JE by @readDanwrite pic.twitter.com/4PhUYcfzKY
",YahooFinance
43,2020-09-24,"  Highlight: “There's a much broader set of sectors that are affected by the physical effects of climate change than the sectors that would be affected should there be action on climate change,” @Trucost Chief Executive Officer @RichMattison says. Full interview: pic.twitter.com/18ahUOEQxk
",YahooFinance
44,2020-09-24,"  Highlight: “Taking that longer-term view, we’re not convinced that we necessarily need that additional stimulus to maintain the economic momentum,” @WFAssetMgmt's Brian Jacobsen says. “It’s more affecting the shifts in sentiment… [than] the fundamentals of the economy.” pic.twitter.com/mCLHBfbAHn
",YahooFinance
45,2020-09-24,"  Highlight: Rising COVID-19 cases in some states “almost certainly is driven more by our behaviors,” Emergency Med. Physician @MDaware says. “There’s the fatigue, there’s people spending more time inside because of the weather, ... [and] schools are opening up.” Full interview: pic.twitter.com/2ePu629OlA
",YahooFinance
46,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
47,2020-09-24,"  Coronavirus stimulus: Pelosi and Mnuchin agree to restart relief negotiations bit.ly/33PFjxy by @denitsa_tsekova pic.twitter.com/nHUlp3M91g
",YahooFinance
48,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
49,2020-09-24,"  Fed's Bullard: Not reasonable to make second virus wave a baseline outlook for U.S. economy yhoo.it/3kJDgSx pic.twitter.com/bQVwjAlWhn
",YahooFinance
50,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
51,2020-09-24,"  Amazon launches Luna cloud gaming service competing with Microsoft and Google yhoo.it/2EyCQza by @DanielHowley pic.twitter.com/Co4zRlLxLg
",YahooFinance
52,2020-09-24,"  Homebuilders are holding back sales amid historic demand yhoo.it/3hU1lEA by @sarahapaynter pic.twitter.com/hPfdELCodE
",YahooFinance
53,2020-09-24,"  Judge says U.S. must defend or delay TikTok app store ban by Friday yhoo.it/3ctZAgn pic.twitter.com/XndHggKE0M
",YahooFinance
54,2020-09-24,"  Nearly 2 out of 3 Americans are more concerned about access to health care since the start of coronavirus: poll yhoo.it/32XkG3u by @adrianambells pic.twitter.com/7c9JaYF7JX
",YahooFinance
55,2020-09-24,"  Actress and entrepreneur @JessicaAlba discusses how her day-to-day has been affected during COVID-19 while running the @Honest Company.  Watch Jessica Alba’s #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/Br0UrZGhuh
",YahooFinance
56,2020-09-24,"  Highlight: “Historically, cannabis has been viewed as a largely liberal issue,” @NewFrontierData Chief Knowledge Officer John Kagia says. “We’re continuing to see this momentum building within traditionally, historically conservative states” for cannabis legalization. pic.twitter.com/lkDK8HKBn3
",YahooFinance
57,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
58,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
59,2020-09-24,"  Coronavirus stimulus: A new deal remains uncertain as extra unemployment benefits run out bit.ly/2Hn0JdW by @denitsa_tsekova pic.twitter.com/BJYG7fTy37
",YahooFinance
60,2020-09-24,"  Google, Facebook CEOs face possible subpoena from Senate panel yhoo.it/3cqI6Bs via @business pic.twitter.com/NDfFle8RB7
",YahooFinance
61,2020-09-24,"  Actress @JessicaAlba says The @Honest Company is driven by “Real World Challenges” while keeping ethics In mind. Watch Jessica Alba’s full #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/C4E0wcoJD3
",YahooFinance
62,2020-09-24,"  Square is positioned to be a winner by helping small businesses digitize post-pandemic: Oppenheimer yhoo.it/36bU7JE by @readDanwrite pic.twitter.com/4PhUYcfzKY
",YahooFinance
63,2020-09-24,"  Highlight: “There's a much broader set of sectors that are affected by the physical effects of climate change than the sectors that would be affected should there be action on climate change,” @Trucost Chief Executive Officer @RichMattison says. Full interview: pic.twitter.com/18ahUOEQxk
",YahooFinance
64,2020-09-24,"  Highlight: “Taking that longer-term view, we’re not convinced that we necessarily need that additional stimulus to maintain the economic momentum,” @WFAssetMgmt's Brian Jacobsen says. “It’s more affecting the shifts in sentiment… [than] the fundamentals of the economy.” pic.twitter.com/mCLHBfbAHn
",YahooFinance
65,2020-09-24,"  Highlight: Rising COVID-19 cases in some states “almost certainly is driven more by our behaviors,” Emergency Med. Physician @MDaware says. “There’s the fatigue, there’s people spending more time inside because of the weather, ... [and] schools are opening up.” Full interview: pic.twitter.com/2ePu629OlA
",YahooFinance
66,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
67,2020-09-24,"  Coronavirus stimulus: Pelosi and Mnuchin agree to restart relief negotiations bit.ly/33PFjxy by @denitsa_tsekova pic.twitter.com/nHUlp3M91g
",YahooFinance
68,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
69,2020-09-24,"  Fed's Bullard: Not reasonable to make second virus wave a baseline outlook for U.S. economy yhoo.it/3kJDgSx pic.twitter.com/bQVwjAlWhn
",YahooFinance
70,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
71,2020-09-24,"  Amazon launches Luna cloud gaming service competing with Microsoft and Google yhoo.it/2EyCQza by @DanielHowley pic.twitter.com/Co4zRlLxLg
",YahooFinance
72,2020-09-24,"  Homebuilders are holding back sales amid historic demand yhoo.it/3hU1lEA by @sarahapaynter pic.twitter.com/hPfdELCodE
",YahooFinance
73,2020-09-24,"  Judge says U.S. must defend or delay TikTok app store ban by Friday yhoo.it/3ctZAgn pic.twitter.com/XndHggKE0M
",YahooFinance
74,2020-09-24,"  Nearly 2 out of 3 Americans are more concerned about access to health care since the start of coronavirus: poll yhoo.it/32XkG3u by @adrianambells pic.twitter.com/7c9JaYF7JX
",YahooFinance
75,2020-09-24,"  Actress and entrepreneur @JessicaAlba discusses how her day-to-day has been affected during COVID-19 while running the @Honest Company.  Watch Jessica Alba’s #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/Br0UrZGhuh
",YahooFinance
76,2020-09-24,"  Highlight: “Historically, cannabis has been viewed as a largely liberal issue,” @NewFrontierData Chief Knowledge Officer John Kagia says. “We’re continuing to see this momentum building within traditionally, historically conservative states” for cannabis legalization. pic.twitter.com/lkDK8HKBn3
",YahooFinance
77,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
78,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
79,2020-09-24,"  Coronavirus stimulus: A new deal remains uncertain as extra unemployment benefits run out bit.ly/2Hn0JdW by @denitsa_tsekova pic.twitter.com/BJYG7fTy37
",YahooFinance
80,2020-09-24,"  Google, Facebook CEOs face possible subpoena from Senate panel yhoo.it/3cqI6Bs via @business pic.twitter.com/NDfFle8RB7
",YahooFinance
81,2020-09-24,"  Actress @JessicaAlba says The @Honest Company is driven by “Real World Challenges” while keeping ethics In mind. Watch Jessica Alba’s full #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/C4E0wcoJD3
",YahooFinance
82,2020-09-24,"  Square is positioned to be a winner by helping small businesses digitize post-pandemic: Oppenheimer yhoo.it/36bU7JE by @readDanwrite pic.twitter.com/4PhUYcfzKY
",YahooFinance
83,2020-09-24,"  Highlight: “There's a much broader set of sectors that are affected by the physical effects of climate change than the sectors that would be affected should there be action on climate change,” @Trucost Chief Executive Officer @RichMattison says. Full interview: pic.twitter.com/18ahUOEQxk
",YahooFinance
84,2020-09-24,"  Highlight: “Taking that longer-term view, we’re not convinced that we necessarily need that additional stimulus to maintain the economic momentum,” @WFAssetMgmt's Brian Jacobsen says. “It’s more affecting the shifts in sentiment… [than] the fundamentals of the economy.” pic.twitter.com/mCLHBfbAHn
",YahooFinance
85,2020-09-24,"  Highlight: Rising COVID-19 cases in some states “almost certainly is driven more by our behaviors,” Emergency Med. Physician @MDaware says. “There’s the fatigue, there’s people spending more time inside because of the weather, ... [and] schools are opening up.” Full interview: pic.twitter.com/2ePu629OlA
",YahooFinance
86,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
87,2020-09-24,"  Coronavirus stimulus: Pelosi and Mnuchin agree to restart relief negotiations bit.ly/33PFjxy by @denitsa_tsekova pic.twitter.com/nHUlp3M91g
",YahooFinance
88,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
89,2020-09-24,"  Fed's Bullard: Not reasonable to make second virus wave a baseline outlook for U.S. economy yhoo.it/3kJDgSx pic.twitter.com/bQVwjAlWhn
",YahooFinance
90,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
91,2020-09-24,"  Amazon launches Luna cloud gaming service competing with Microsoft and Google yhoo.it/2EyCQza by @DanielHowley pic.twitter.com/Co4zRlLxLg
",YahooFinance
92,2020-09-24,"  Homebuilders are holding back sales amid historic demand yhoo.it/3hU1lEA by @sarahapaynter pic.twitter.com/hPfdELCodE
",YahooFinance
93,2020-09-24,"  Judge says U.S. must defend or delay TikTok app store ban by Friday yhoo.it/3ctZAgn pic.twitter.com/XndHggKE0M
",YahooFinance
94,2020-09-24,"  Nearly 2 out of 3 Americans are more concerned about access to health care since the start of coronavirus: poll yhoo.it/32XkG3u by @adrianambells pic.twitter.com/7c9JaYF7JX
",YahooFinance
95,2020-09-24,"  Actress and entrepreneur @JessicaAlba discusses how her day-to-day has been affected during COVID-19 while running the @Honest Company.  Watch Jessica Alba’s #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/Br0UrZGhuh
",YahooFinance
96,2020-09-24,"  Highlight: “Historically, cannabis has been viewed as a largely liberal issue,” @NewFrontierData Chief Knowledge Officer John Kagia says. “We’re continuing to see this momentum building within traditionally, historically conservative states” for cannabis legalization. pic.twitter.com/lkDK8HKBn3
",YahooFinance
97,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
98,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
99,2020-09-24,"  Coronavirus stimulus: A new deal remains uncertain as extra unemployment benefits run out bit.ly/2Hn0JdW by @denitsa_tsekova pic.twitter.com/BJYG7fTy37
",YahooFinance
100,2020-09-24,"  Google, Facebook CEOs face possible subpoena from Senate panel yhoo.it/3cqI6Bs via @business pic.twitter.com/NDfFle8RB7
",YahooFinance
101,2020-09-24,"  Actress @JessicaAlba says The @Honest Company is driven by “Real World Challenges” while keeping ethics In mind. Watch Jessica Alba’s full #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/C4E0wcoJD3
",YahooFinance
102,2020-09-24,"  Square is positioned to be a winner by helping small businesses digitize post-pandemic: Oppenheimer yhoo.it/36bU7JE by @readDanwrite pic.twitter.com/4PhUYcfzKY
",YahooFinance
103,2020-09-24,"  Highlight: “There's a much broader set of sectors that are affected by the physical effects of climate change than the sectors that would be affected should there be action on climate change,” @Trucost Chief Executive Officer @RichMattison says. Full interview: pic.twitter.com/18ahUOEQxk
",YahooFinance
104,2020-09-24,"  Highlight: “Taking that longer-term view, we’re not convinced that we necessarily need that additional stimulus to maintain the economic momentum,” @WFAssetMgmt's Brian Jacobsen says. “It’s more affecting the shifts in sentiment… [than] the fundamentals of the economy.” pic.twitter.com/mCLHBfbAHn
",YahooFinance
105,2020-09-24,"  Highlight: Rising COVID-19 cases in some states “almost certainly is driven more by our behaviors,” Emergency Med. Physician @MDaware says. “There’s the fatigue, there’s people spending more time inside because of the weather, ... [and] schools are opening up.” Full interview: pic.twitter.com/2ePu629OlA
",YahooFinance
106,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
107,2020-09-24,"  Coronavirus stimulus: Pelosi and Mnuchin agree to restart relief negotiations bit.ly/33PFjxy by @denitsa_tsekova pic.twitter.com/nHUlp3M91g
",YahooFinance
108,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
109,2020-09-24,"  Fed's Bullard: Not reasonable to make second virus wave a baseline outlook for U.S. economy yhoo.it/3kJDgSx pic.twitter.com/bQVwjAlWhn
",YahooFinance
110,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
111,2020-09-24,"  Amazon launches Luna cloud gaming service competing with Microsoft and Google yhoo.it/2EyCQza by @DanielHowley pic.twitter.com/Co4zRlLxLg
",YahooFinance
112,2020-09-24,"  Homebuilders are holding back sales amid historic demand yhoo.it/3hU1lEA by @sarahapaynter pic.twitter.com/hPfdELCodE
",YahooFinance
113,2020-09-24,"  Judge says U.S. must defend or delay TikTok app store ban by Friday yhoo.it/3ctZAgn pic.twitter.com/XndHggKE0M
",YahooFinance
114,2020-09-24,"  Nearly 2 out of 3 Americans are more concerned about access to health care since the start of coronavirus: poll yhoo.it/32XkG3u by @adrianambells pic.twitter.com/7c9JaYF7JX
",YahooFinance
115,2020-09-24,"  Actress and entrepreneur @JessicaAlba discusses how her day-to-day has been affected during COVID-19 while running the @Honest Company.  Watch Jessica Alba’s #Influencers interview now: yhoo.it/3j1hkls pic.twitter.com/Br0UrZGhuh
",YahooFinance
116,2020-09-24,"  Highlight: “Historically, cannabis has been viewed as a largely liberal issue,” @NewFrontierData Chief Knowledge Officer John Kagia says. “We’re continuing to see this momentum building within traditionally, historically conservative states” for cannabis legalization. pic.twitter.com/lkDK8HKBn3
",YahooFinance
117,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
118,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
119,2020-09-24,"  Coronavirus stimulus: A new deal remains uncertain as extra unemployment benefits run out bit.ly/2Hn0JdW by @denitsa_tsekova pic.twitter.com/BJYG7fTy37
",YahooFinance
120,2020-09-24,"  Highlight: Another 870,000 Americans filed new jobless claims last week. @emily_mcck explains: pic.twitter.com/J7CxAq9Wnj
",YahooFinance
121,2020-09-24,"  Highlight: Microsoft Executive Vice President of Gaming @XboxP3 discusses what to expect from the new Xbox consoles: pic.twitter.com/XNwFyGt47E
",YahooFinance
122,2020-09-24,"  Highlight: “We like both PayPal and Square a lot,” @MizuhoAmericas Senior Tech Analyst Dan Dolew says. “For square, the CashApp has been a tremendous success.” More: pic.twitter.com/Sld0O2DvnQ
",YahooFinance
123,2020-09-24,"  Highlight: @adrianambells discusses new poll findings that 65% of Americans are worried about access health care amid the coronavirus pandemic: pic.twitter.com/ORSHeUz5A3
",YahooFinance
124,2020-09-24,"  Highlight: @openigloo Co-Founder Allia Mohamed explains how her app helps give tenants data to make informed decisions: pic.twitter.com/c1tkewfLrZ
",YahooFinance
125,2020-09-24,"  Highlight: “I think what people are underestimating is the impact of the supply chains to get to a low carbon or net zero carbon future,” HS Markit vice chairman and author of The New Map: Energy, Climate and the Clash of Nations @DanielYergin says about clean energy. pic.twitter.com/5dK6A6Uz7Q
",YahooFinance
126,2020-09-24,"  Highlight: “If you had a plan to buy a house this year … you probably want to follow through on your plan,” Lending Tree Chief Economist @tendayiEcon says. “I would caution against rushing into buying a house.” More: pic.twitter.com/VztgPI6fOA
",YahooFinance
127,2020-09-24,"  Highlight: ""I am very worried that we're pretty far away from what we think is maximum employment, and I think there are going to be significant headwinds to getting there quickly,"" @BostonFed President Eric Rosengren says. Full interview: pic.twitter.com/uDZHHI4Idj
",YahooFinance
128,2020-09-24,"  Highlight: “You’re going to get some selling due to election risk and a lot of other worries about the coronavirus coming back,” @WealthCG CEO @jleewcg says. “With that said, the rotation to more value and cyclical sectors has already begun.” Full interview: pic.twitter.com/q7vsnFgkPV
",YahooFinance
129,2020-09-24,"  Fed's Williams says structural inequality stifles economic growth yhoo.it/3hXDpA5 pic.twitter.com/8w6rN5Seyn
",YahooFinance
130,2020-09-24,"  The future of fast-food will include robots: former Sonic CEO yhoo.it/305cdJs by @BrianSozzi pic.twitter.com/eN7gc1F0q7
",YahooFinance
131,2020-09-24,"  Highlight: “Taking that longer-term view, we’re not convinced that we necessarily need that additional stimulus to maintain the economic momentum,” @WFAssetMgmt's Brian Jacobsen says. “It’s more affecting the shifts in sentiment… [than] the fundamentals of the economy.” pic.twitter.com/mCLHBfbAHn
",YahooFinance
132,2020-09-24,"  Highlight: “What we’re really doing is looking at specific processes inside of life sciences that are slow, cumbersome, redundant, and building tech to address those and make them much more efficient,” @Within3 CEO Lance Hill says. Full interview: pic.twitter.com/cyVILXHgUz
",YahooFinance
133,2020-09-24,"  Highlight: “The number of small business closures as we move through the next couple of months — that’s the critical data here that people should keep their eye on,” National Taxpayers Union's @MDuppler says. “If those businesses close, those workers don’t get their jobs back.” pic.twitter.com/BCboxTKSGW
",YahooFinance
